track_name,artist,release_date,popularity,track_id,preview_url,album,danceability,energy,valence,tempo,liveness,loudness,speechiness,acousticness,instrumentalness
Rap Like Me,Too $hort,1990-09-10,5,7auEvATrplTwnHHDB1kQbZ,https://p.scdn.co/mp3-preview/54112adbe7dbbb0b790576eb9ba17c0de1ee2587?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Short Dog's In the House,0.82,0.289,0.709,172.099,0.0826,-20.109,0.503,0.0205,0.0
What Rap?,Too $hort,1990-09-10,5,0Kn8RksFaH5bvSguDdxJIK,https://p.scdn.co/mp3-preview/0f9cd2ae21ecf033154b4b0959b4ed81a2b5619b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Short Dog's In the House,0.847,0.269,0.618,91.871,0.063,-14.806,0.335,0.00124,0.0
Rebel Rap Family,Geto Boys,1991-07-02,18,1aExx3bdDrMCLWwXgZ4YqS,https://p.scdn.co/mp3-preview/a4968c810663387262b702e9ffac29b13e11661b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,We Can't Be Stopped,0.923,0.589,0.118,123.971,0.11,-13.286,0.102,0.029,3.44e-05
Good Thing We're Rappin',Digital Underground,1991-10-15,11,37oSGDtprqOWqcprhCinQE,https://p.scdn.co/mp3-preview/ebfb2ab5e89c004a0e963628ef699f5529eec0f3?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Sons of the P,0.799,0.432,0.433,88.08,0.102,-15.149,0.35,0.219,0.0
Murder by Reason of Insanity,Scarface,1992-06-01,0,5DKTWcXi63YZBOfr37dNaY,https://p.scdn.co/mp3-preview/db27075328d9ebbdbcdd2adc95b6b5af0d33fb84?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Underground Masters (Rap-A-Lot Records),0.912,0.732,0.723,92.994,0.115,-11.855,0.259,0.115,5.76e-06
We Ain’t with Being Broke,Geto Boys,1992-06-01,0,5FmLqwf1yhvIEaJgy4O7Uw,https://p.scdn.co/mp3-preview/587092c9986612c2654c39a3353831699880f9e0?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Underground Masters (Rap-A-Lot Records),0.684,0.5,0.702,202.232,0.0832,-11.333,0.384,0.0296,0.0
Rappers' Ball (feat. Too $hort & K-Ci),E-40,,18,4lvXatG0x97KSC53mgX9Yx,https://p.scdn.co/mp3-preview/49d2cf9a6dabec61fb4cc145f10d031df2fb8649?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Tha Hall Of Game,0.847,0.407,0.399,88.999,0.0867,-4.601,0.303,0.00958,0.0
You Must Be Out of Your Fuckin' Mind (feat. Apache & Kool G Rap),Fat Joe,,15,3Nez0s9Uy8RJJzpYgaN0c4,https://p.scdn.co/mp3-preview/dd015d3341ef13d150e4da3c931495e88001411d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Represent,0.638,0.559,0.796,179.407,0.591,-12.426,0.309,0.0724,0.00113
Rapper's Ball (feat. Too $hort & K-Ci),E-40,1996-10-29,39,30QatqmeD6QMbGbPjVAons,https://p.scdn.co/mp3-preview/c6582f2396f928a877f61a1ff9e99d657df55008?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Tha Hall Of Game,0.854,0.448,0.498,89.079,0.0911,-4.254,0.249,0.0156,0.0
Live Nigga Rap (feat. Mobb Deep),Nas,1996-07-02,45,0wBLOFRJTBo2elusmfZhu3,https://p.scdn.co/mp3-preview/6b1a66962f1a74c4ee4a62df585f18cae52d326c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,It Was Written,0.858,0.672,0.807,94.008,0.0913,-8.192,0.255,0.0916,1.37e-05
Never Talk Down (feat. Rappin' 4-Tay & MC Breed) - Radio/Video Version,Too $hort,1996-05-21,28,0c7bGTvkElZc28mfKCrCdr,https://p.scdn.co/mp3-preview/f051ed737b1d202d089f666994c692b002d23985?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Gettin' It (Album Number Ten),0.893,0.522,0.559,96.047,0.0942,-8.514,0.106,0.268,0.000183
Rapper's Ball (feat. Too $hort & K-Ci) - Radio Version,E-40,1996-06-01,7,32Q2KsQxZ79CzR4CQvx1xA,https://p.scdn.co/mp3-preview/3e8ab2b04c4c8220d9a072667b5c0398428d7a38?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rapper's Ball EP (feat. Too $hort & K-Ci),0.861,0.365,0.385,89.013,0.0887,-5.881,0.311,0.00816,0.0
Mind Playing Tricks on Me,Geto Boys,1996-06-01,12,55VxBT7ZA8dZ3SoClaTRtn,https://p.scdn.co/mp3-preview/01430dbe74666499a5f2546f7ed8be9357b4aecc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.851,0.624,0.463,94.027,0.288,-8.679,0.21,0.19,0.0
Rapper's Ball (feat. Too $hort & K-Ci) - Traxster Remix,E-40,1996-06-01,2,5ckGxrunqSKbfzF7tkga1n,https://p.scdn.co/mp3-preview/4535467927db5493cfbd9a8f2dc583633b541706?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Things'll Never Change - EP,0.754,0.482,0.27,88.972,0.0788,-13.134,0.16,0.000462,0.0
Hand of the Dead Body (aka People Don’t Believe”,Scarface,1996-06-01,7,2HwEEA8fAR4QBEzERaVUNX,https://p.scdn.co/mp3-preview/2f5f32de491fede62a893c729f9213fb47b2be7d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.721,0.767,0.799,83.234,0.272,-4.606,0.183,0.457,4.38e-06
Top Down (feat. About Face) - Rap Remix Radio,Too $hort,1996-05-20,10,0ykNNguNgRq8EBWhPxXGlQ,https://p.scdn.co/mp3-preview/f046b39ac8b01044ad077bf726f5fd6df4b62fa6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Gettin' It (Album Number Ten),0.855,0.769,0.754,98.211,0.0698,-4.124,0.175,0.394,0.0
Bring It On,Geto Boys,1996-06-01,6,7wV5o6KJEftZvwaIMBAeLO,https://p.scdn.co/mp3-preview/7c0d44b2b61883c03531ab039d802b7cfc1374ff?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.838,0.809,0.553,92.901,0.526,-5.746,0.318,0.265,0.0
Sunshine (Previously Unreleased),Scarface,1996-06-01,3,2QMCRy2NB8GSbEVaE9n8dZ,https://p.scdn.co/mp3-preview/358bd76b74fb2d308ff478d9211ef577b5e30c18?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.639,0.645,0.0961,78.803,0.369,-7.228,0.0841,0.00725,0.0
Never Talk Down (feat. Rappin' 4-Tay & MC Breed) - Radio Remix,Too $hort,1996-05-21,0,5PtKP5hyGdjo5f1vcdYjWP,https://p.scdn.co/mp3-preview/6b161ed0281f4a57d68f050c4200570a1e5efc5e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Gettin' It EP,0.884,0.591,0.457,95.901,0.272,-9.72,0.28,0.267,2.83e-06
Never Talk Down (feat. Rappin' 4-Tay & MC Breed) - Drum Mix Instrumental,Too $hort,1996-05-21,0,3BfZwv7OYh38pD31R9PmWL,https://p.scdn.co/mp3-preview/34709b49dae78d27f854344c5f83bc66d26f1ff6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Gettin' It EP,0.862,0.512,0.516,95.857,0.0887,-10.234,0.208,0.351,0.00323
Never Talk Down (feat. Rappin' 4-Tay & MC Breed) - Drum Mix - Street,Too $hort,1996-05-21,1,3IWHUrJs3KHbp5T3W6vH1P,https://p.scdn.co/mp3-preview/0fb8f1b1db953c643b7fc0de43d53afc9569601d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Gettin' It EP,0.822,0.539,0.463,96.367,0.177,-9.762,0.269,0.405,0.00541
Mr. Scarface,Scarface,1996-06-01,1,66C4WeOeSbFoBpVcmbJpLi,https://p.scdn.co/mp3-preview/d0bfc0721a1613b1cbca80dfdc4475051dc026fc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.899,0.721,0.634,97.049,0.232,-7.657,0.3,0.312,0.0
Don’t Give No... (Previously Unreleased),Do Or Die,1996-06-01,0,6A0mNWNidbbLbWWkQQdYt5,https://p.scdn.co/mp3-preview/555b678f9e6c3edd37e854e71fe919734bf6b209?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rap-A-Lot Records 10th Anniversary,0.87,0.668,0.554,91.99,0.08,-6.901,0.18,0.212,0.0
Mad Rapper (Interlude),Mase,,21,1H7t7VLmZPzRSCgcLYb9wd,https://p.scdn.co/mp3-preview/1254f9a8792d6e6f97565f0baae7f5f7fa5fc546?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Harlem World,0.749,0.455,0.786,105.264,0.463,-11.998,0.949,0.678,0.0
Rap Hangover,Craig Mack,1997-09-16,12,41dtTtgcD0EOnWSkrpOLAJ,https://p.scdn.co/mp3-preview/79b561ba47eeb2ef5cee35951a92bc1ec104ec32?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Operation: Get Down,0.708,0.663,0.615,165.217,0.346,-5.513,0.253,0.0622,0.0
Jack of Spades - Extended Remix,Boogie Down Productions,1997-05-01,1,4z0CEjJAEXUTDWhrH5ebdv,https://p.scdn.co/mp3-preview/d33ac1041766ae04f40e8852d1f3772019d40d4d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Step Into A World (Rapture's Delight) EP,0.957,0.598,0.695,104.432,0.0542,-12.139,0.301,0.00692,2.71e-05
You Must Learn - Live from Caucus Mountain Remix,Boogie Down Productions,1997-05-01,1,0XbRMEKNSMPIVzzblftI6v,https://p.scdn.co/mp3-preview/9a0d1d53e116bd9da0462e78ef2c769d0eea3c9f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Step Into A World (Rapture's Delight) EP,0.777,0.96,0.523,111.996,0.464,-6.623,0.258,0.00251,6.25e-05
I'm Still #1 - Numero Uno Re-Recording,Boogie Down Productions,1997-05-01,1,2LIF1UbKnjTklO4tbyEMYL,https://p.scdn.co/mp3-preview/ec19433d4e4a97d52b40b2519280218b5514a02a?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Step Into A World (Rapture's Delight) EP,0.913,0.646,0.706,102.389,0.527,-14.243,0.352,0.00833,0.0
Mad Rapper [Interlude],Mase,,0,3dReM8W8YIxyBxy9jlTpnD,https://p.scdn.co/mp3-preview/1254f9a8792d6e6f97565f0baae7f5f7fa5fc546?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Harlem World *Cancelled*,0.749,0.455,0.786,105.264,0.463,-11.998,0.949,0.678,0.0
360°,E-40,1998-05-19,20,0g7caKTDn4Z7lm3IKybd1e,https://p.scdn.co/mp3-preview/b23b7b476de713d821687923115d75768d65b55b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Lost,0.769,0.67,0.568,94.947,0.145,-8.505,0.246,0.0349,0.0
That's the Rapper - Radio Version,Mystikal,1998-12-15,3,5JD1j5NiBpK5nBcyLQMyBG,https://p.scdn.co/mp3-preview/1bdca2ff089421078a6ac2b52b202ee7094e3666?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Ghetto Fabulous,0.839,0.812,0.53,88.941,0.24,-6.208,0.187,0.00527,0.000924
Rap Phenomenon (feat. Redman & Methodman) - 2005 Remaster,The Notorious B.I.G.,,47,4m9Iudipxb9gpGNLG2LoQs,https://p.scdn.co/mp3-preview/7be6c67bf8cd4d2ae10ce85a2dfd0d26563ae770?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Born Again,0.557,0.851,0.86,172.678,0.437,-5.852,0.419,0.0728,0.0
How to Rob (feat. The Madd Rapper),50 Cent,1999-08-16,36,0X1vxw7tFzOlxRFPs96HgY,https://p.scdn.co/mp3-preview/80bd96aca8664b5628dccc9e140d91adbc242307?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,In Too Deep - Music From The Dimension Motion Picture,0.783,0.684,0.794,96.884,0.165,-9.026,0.289,0.0378,0.0
Don't Stop Rappin' (feat. Eightball & MJG),Too $hort,1999-07-11,18,4kJaTf13X2hhLLbnftczp1,https://p.scdn.co/mp3-preview/e0c2b4c16eca99b718fd66dd07566b4a946b6741?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Can't Stay Away,0.834,0.587,0.701,73.645,0.132,-7.147,0.323,0.00865,8.74e-06
Mind on My Money,DJ Screw,1999-10-05,10,6ZBWmNh82ljvDKgh9Rdabs,https://p.scdn.co/mp3-preview/10481bd591a068e89f776b8b1e632dc62b746d20?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.73,0.62,0.668,141.961,0.178,-7.238,0.431,0.0586,0.0
Armageddon Comes,Three 6 Mafia,1999-10-05,7,29qVISjim83skwzW1PSz2p,https://p.scdn.co/mp3-preview/9a8fecc980b2aaf3ac60e2590fa1e7b5933a9efd?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.754,0.639,0.501,165.94,0.369,-6.373,0.367,0.00166,8.63e-06
One,Scarface,1999-10-05,3,2R68yxI6WoWLY9Dj3EAatw,https://p.scdn.co/mp3-preview/ad8cbf180daa9f0d25a722fd0a05bb794a65276a?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.642,0.801,0.441,86.422,0.336,-7.002,0.255,0.000137,0.0
Stop Playin,Scarface,1999-10-05,7,1DxbNLYxJp8mg0vXrtd2GG,https://p.scdn.co/mp3-preview/2239e9f897bfc4fb7a4ae94f0a50a8c871d2d50c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.809,0.681,0.609,94.271,0.285,-8.092,0.294,0.0197,0.0
The Realest,Scarface,1999-10-05,2,6fOShdmf2lmr9iCHmqOKYO,https://p.scdn.co/mp3-preview/48e5660646e663b1a1aefddf85020ebc44ecad5d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.866,0.771,0.555,92.003,0.0663,-6.722,0.297,0.0101,1.31e-05
Wanna Taste,MC Breed,1999-10-05,1,7Ev7fQesKPzggFGRls3Acw,https://p.scdn.co/mp3-preview/8a88fcb900a86090bd61980ed4adaf3a04946741?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.791,0.49,0.287,79.048,0.188,-8.173,0.306,0.0447,0.0
Homies & Thugs (Remix),Scarface,1999-10-05,1,0j7BcdunmoEjromZ1y4nKo,https://p.scdn.co/mp3-preview/50391982736ab39c256ed06fec6581f68d3bdd92?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,R.N.D.S. (Presented by J. Prince & Rap-A-Lot Records),0.679,0.932,0.403,168.736,0.858,-4.608,0.372,0.0415,0.0
(Rap) Superstar (feat. Eminem & Noreaga),Cypress Hill,2000-04-25,49,7ivM5ILtz3k5Z6sRjXu0v2,https://p.scdn.co/mp3-preview/8a6917d8dca1e96fccb52b8e85b45bb403e75280?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Skull & Bones,0.921,0.833,0.329,94.231,0.106,-5.741,0.305,0.0522,1.43e-06
(Rap) Superstar - Clean Edit,Cypress Hill,2000-04-25,25,1fVtg0fkVWWXeMbGF3FGaB,https://p.scdn.co/mp3-preview/f9780ed8ba5b5ee5b209999289f3dbedc596c724?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Skull & Bones,0.914,0.759,0.36,94.118,0.113,-5.439,0.303,0.069,0.0
(Rap) Superstar - Alchemist Remix,Cypress Hill,2000-10-31,10,6j3symmzMXtiZDxxZq4X8e,https://p.scdn.co/mp3-preview/63941f1ac32c44d56b89c471ac25129595a00d2a?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Can't Get The Best Of Me/Highlife,0.871,0.535,0.575,93.98,0.0958,-11.213,0.34,0.0897,0.314
(Rock) Superstar - Edit,Cypress Hill,2000-02-29,14,4C80b3jvy2cZ2f2WMneu1d,https://p.scdn.co/mp3-preview/ede8777c0c69b13925907bc22422977fbbd63ac4?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,(Rap) Superstar,0.812,0.868,0.647,94.104,0.184,-2.512,0.277,0.027,0.0
Checkmate - Hang'em High Remix,Cypress Hill,2000-02-29,10,25X1ktVObh357uWo90GVXm,https://p.scdn.co/mp3-preview/6712876d9935bcee6f6199d34e11d381351bffc1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,(Rap) Superstar,0.73,0.976,0.555,110.968,0.392,-5.308,0.251,0.119,2.22e-06
Yeah Yeah,Ruff Ryders,2000-01-01,9,4UWmCeltBFQ9UK51gi5gOm,https://p.scdn.co/mp3-preview/1fb5473055626c1261deb9e904878a1309ecea66?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Next Up: Raps New Generation,0.625,0.872,0.725,179.301,0.221,-6.376,0.314,0.0166,0.0
Cuban Necktie,Cypress Hill,2000-02-29,6,6eE2XJkCjYocHNrrUxzMZU,https://p.scdn.co/mp3-preview/15f26a99be706385a0b4b6ad85f6cd92b219d37e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,(Rap) Superstar,0.604,0.865,0.443,93.167,0.314,-4.04,0.456,0.184,0.0
Nas Is Like,Nas,2000-02-08,4,7M9ztkNW9lG5PUHBCycn2F,https://p.scdn.co/mp3-preview/1eb1ceec7168617670254b8204693a47fd9217a5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Grammy Rap Nominees 2000,0.525,0.833,0.939,189.083,0.0517,-5.056,0.424,0.00585,1.85e-06
Larger Than Life,Xzibit,2000-01-01,0,6LPkyaZKu5exBZazjxKMMt,https://p.scdn.co/mp3-preview/257d95ca600cd168105261b966d83c2c9e63a166?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Next Up: Raps New Generation,0.849,0.819,0.883,95.946,0.0961,-6.4,0.185,0.144,0.0
Murder Rap (feat. Armageddon),Fat Joe,2001-12-04,15,0LBUsqIx4UdiR7cqIPsGod,https://p.scdn.co/mp3-preview/87163a870a243a719bc04b94c90de5ef5e6d50e5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Jealous Ones Still Envy (J.O.S.E),0.658,0.955,0.335,125.412,0.077,-4.002,0.36,0.0491,0.0
"Wishful Thinking (feat. Big Pun, Kool G Rap & B-Real)",Fat Joe,2001-04-03,21,6DHecbEUMljupPb39YTzKr,https://p.scdn.co/mp3-preview/74be08ec64019daaf428b8006ac5ebc65f3ddddc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Endangered Species,0.532,0.574,0.071,85.89,0.117,-8.751,0.194,0.0947,0.0776
Rap for Bitches,1.Kla$,2002-01-01,32,6qOfhJ5fsxLJC63o64YKlK,https://p.scdn.co/mp3-preview/5751d1f8aeb06e1657bfadc7f3cee100215ab9a0?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Weiß Blau Rot,0.717,0.665,0.546,129.675,0.344,-7.655,0.0858,0.204,0.0
Rap ist Krieg,1.Kla$,2002-01-01,7,6BEfRxKTkq8lscPNEqGlTG,https://p.scdn.co/mp3-preview/c7cd72f35a49c5d2f6c35de2158df52a08e86b59?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Weiß Blau Rot,0.851,0.641,0.821,87.023,0.0944,-7.048,0.168,0.119,0.0
Das ist Rap,1.Kla$,2002-01-01,5,5pcOb3eAhKKPiWQSxLaYMG,https://p.scdn.co/mp3-preview/fb89f25b538fcc830f9ef008d0f3db75911e4a04?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Weiß Blau Rot,0.682,0.484,0.51,87.981,0.0547,-8.824,0.373,0.0575,0.0
Move Somethin,Outlawz,,1,6mVqvrd0vVpJ88Fp5mJhJ0,https://p.scdn.co/mp3-preview/dd7e1b8a113a656df72e6a8a5707ba7589d637aa?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.819,0.867,0.665,91.007,0.316,-3.725,0.301,0.0171,0.0
Stick 2 da Plan,Outlawz,,0,5mzfA9nbccE6O9PmD15xJy,https://p.scdn.co/mp3-preview/e0021a73f77c65c002266bd8d34bd00f9341ec75?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.519,0.909,0.578,95.021,0.356,-4.11,0.231,0.0152,0.0
Playtime,Outlawz,,0,29HPE8Es335Y7q9CMtGvAz,https://p.scdn.co/mp3-preview/bfc45a0fa93f58ae552899618f15401005472ca1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.937,0.836,0.473,102.914,0.299,-6.507,0.251,0.0124,0.0
Gatz Up,Outlawz,,2,2mlmZc1qUeSSpdfCKVo2qJ,https://p.scdn.co/mp3-preview/73ed6efe16760aaab3d61419d19e87e2c2625cf9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.701,0.815,0.638,173.977,0.288,-3.599,0.312,0.046,0.000136
Pleasures of Sin,Outlawz,,0,6UHEBRgEl3vVbOoq3ZGk2e,https://p.scdn.co/mp3-preview/e4bf0dc5c60eff57a64fd202e862830634942bb6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.821,0.882,0.767,93.989,0.102,-2.555,0.0747,0.156,0.000669
Everything Is Alright,Outlawz,,1,333bUaI3fevBvZiGS4MusS,https://p.scdn.co/mp3-preview/76f39ffc5feb93f98350d3d2957cfd20d03931bc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.752,0.803,0.849,94.027,0.287,-3.862,0.156,0.162,0.0
What Side You On?,Outlawz,,1,4pb1QiaUIZDW3bHsHyONYz,https://p.scdn.co/mp3-preview/996d383861f219ab8219041965d33b3bf9ef96b9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.767,0.735,0.29,96.031,0.151,-4.388,0.133,0.0348,0.0
Why?,Outlawz,,0,5mAys98YQMEOkTymGzU3zm,https://p.scdn.co/mp3-preview/8ee866ae2c6bf7bf72a3a837901afed6cd7d2c49?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.527,0.887,0.614,178.105,0.281,-2.68,0.356,0.103,0.0
Lost and Turned Out,Outlawz,,1,1YmhDO3hH6IunSanc2sdWt,https://p.scdn.co/mp3-preview/3d4d221b55f6231786ca4ffde3316cea51e9cc9c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.738,0.744,0.63,88.011,0.0823,-4.677,0.179,0.0526,2.9e-06
Black Diamond,Outlawz,,1,4JKRwlHJE0qAugIYT6ck8w,https://p.scdn.co/mp3-preview/726e4e72727cba6aa89d29438b9f01cb97c87c54?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.818,0.526,0.487,82.915,0.0971,-6.829,0.33,0.191,9.04e-06
Not Real,Outlawz,,1,7HfbD01r3QUqm35EtiKd8U,https://p.scdn.co/mp3-preview/c291a6e250bb51f22ccd321fcb3073f0a095ddc6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.554,0.805,0.68,83.941,0.324,-6.466,0.449,0.0536,0.0
Desperation,Outlawz,,1,3cbYvX9EHe3Az9VjUOW5Tk,https://p.scdn.co/mp3-preview/312554743990328f02f690da3328f5fe11781f2d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.641,0.825,0.61,81.47,0.131,-4.608,0.23,0.0455,0.0
Blessings,Outlawz,,0,74O9AwMbCECRvFopmdiWVs,https://p.scdn.co/mp3-preview/cbee24196dea0fe862ce648b76fd2495e469a746?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.708,0.823,0.563,174.385,0.0756,-4.03,0.289,0.0681,4.51e-06
Us,Outlawz,,1,7K5dQW0LCudPxWfHEC2q60,https://p.scdn.co/mp3-preview/f7f94375a0312da11861bb231e9d2dcf76b46cb0?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.717,0.837,0.732,79.009,0.0909,-3.199,0.151,0.377,0.0
Outro,Outlawz,,0,3vSXYkUfam6z4tA1dOPyiP,https://p.scdn.co/mp3-preview/258622bf4c40ff5796506217490e85ecfb160d98?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Neva Surrenda - The Rap-a-Lot Sessions,0.661,0.585,0.635,115.403,0.642,-5.955,0.651,0.756,0.0
Miss Me With That Rap Shit,Jeezy,2003-10-14,21,3XwYVELRnt4xK1eNWkGQsO,https://p.scdn.co/mp3-preview/5f27ecac181c84d54a705fb475e7d2296d3620e3?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Trap or Die,0.698,0.696,0.641,153.008,0.32,-5.532,0.0877,0.00636,0.0
Don't Stop Rappin',Too $hort,2003-01-01,3,5ga4Ixat85j7CcJZYkwRSy,https://p.scdn.co/mp3-preview/d9ce979bb9d20b8f684df1c311680ceca7304292?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,It's About Time,0.944,0.536,0.672,100.159,0.0451,-7.568,0.24,0.0798,0.0
Tigers Rap,Coolio,2003-03-28,0,0HYE1Jg74KQcfPGvLe5w0Y,https://p.scdn.co/mp3-preview/e50219903d22bc1836adb834f470441ab282d6e9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Victory - Tribute to Hanshin Tigers,0.738,0.66,0.547,96.028,0.158,-7.271,0.158,0.067,0.00142
I'm All Rapped up in This Gangsta Shit,DJ Screw,2004-01-27,10,6dWvhu6uaA28LMaID73pv9,https://p.scdn.co/mp3-preview/55b3e6f0604aee5bbd21f77371ede7f75e425507?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Diary of the Originator: Chapter 195 - Fear No Man,0.813,0.472,0.535,134.012,0.353,-12.673,0.277,0.00052,0.0
Basic Rap,"Royce Da 5'9""",2004-10-26,3,0HjPeTaXIH9L8Po1x0eHBu,https://p.scdn.co/mp3-preview/a1314dbfc55dc26f6af6ee6a0f2193ba94863b59?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,M.I.C. Presents,0.822,0.691,0.695,84.974,0.0765,-6.668,0.109,0.0153,0.000368
No Talent Rappers,"Royce Da 5'9""",2004-10-26,3,6BzSbMyk627yVCnfG0xiPV,https://p.scdn.co/mp3-preview/246b254e60b383306ac611595b69d7992d6561bc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,M.I.C. Presents,0.684,0.616,0.41,190.001,0.389,-5.848,0.427,0.00204,0.000253
