track_name,artist,release_date,popularity,track_id,preview_url,album,danceability,energy,valence,tempo,liveness,loudness,speechiness,acousticness,instrumentalness
"I Melt with You (7"" Mix)",Modern English,1982-01-25,47,24y09nBEJNRP46uA0FRQQ2,https://p.scdn.co/mp3-preview/e007b98a3e9b0e1d19dedd57e98812a3f1720f8f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,After the Snow,0.467,0.641,0.587,156.134,0.0594,-12.203,0.0448,0.000388,8.47e-05
Seven Spanish Angels (with Ray Charles) (with Ray Charles),Willie Nelson,1982-01-01,52,7i59jjqTqjNvEbDW2H8Z7R,https://p.scdn.co/mp3-preview/19d463c590e122e2ba5ddddcd1a3521a926ca0c4?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Half Nelson,0.551,0.151,0.353,133.07,0.119,-20.176,0.0408,0.341,0.0
¿Qué Pasará Mañana?,José Luis Perales,1982-02-28,64,588L3T9VgPngwtXUiFWnf6,https://p.scdn.co/mp3-preview/ed46478a9b52351216a245aedebcfa70dc084064?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Entre El Agua Y El Fuego,0.608,0.522,0.82,130.855,0.294,-13.044,0.0332,0.35,0.0
Si Quieres,Juan Gabriel,1982-05-25,62,3E4fIAY3BmI6ZzMaJ3pr0j,https://p.scdn.co/mp3-preview/e55fe4be2a3a3933c9e7da1bbd1a725fb08f2c11?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Cosas De Enamorados,0.579,0.274,0.41,94.065,0.117,-12.221,0.03,0.652,0.000244
I'm Gonna Hire A Wino To Decorate Our Home,David Frizzell,,48,5KW0yv8MLurjPifL8pajWn,https://p.scdn.co/mp3-preview/c61c59f29431a330a083f49d8bd9bdfbfe2dcaf5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"The Family's Fine, But This One's All Mine!",0.616,0.462,0.832,162.236,0.257,-12.398,0.211,0.368,0.0
Goody Two Shoes,Adam Ant,,50,760xFXFj5Fksa3jawSCn5g,https://p.scdn.co/mp3-preview/ee7a954a1be2eeac6047f0cd4b7d0ce1bc7a7806?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Friend Or Foe,0.624,0.991,0.535,95.472,0.0477,-3.467,0.135,0.0289,0.0107
街のドルフィン,Kingo Hamada,1982-10-21,55,5w6EvyvomUSWsF430iixmc,https://p.scdn.co/mp3-preview/76abc6ea38d7e936dd97f8dc113196788a1ea891?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,midnight cruisin',0.73,0.535,0.492,122.537,0.0695,-9.71,0.0308,0.255,0.00503
midnight cruisin',Kingo Hamada,1982-10-21,54,37NPLfEZQQ0rZTa9SRqWBL,https://p.scdn.co/mp3-preview/65d60bea3578dc68e70e9534e55f0037a8ca66db?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,midnight cruisin',0.802,0.704,0.92,121.85,0.284,-7.896,0.0432,0.181,0.000912
O Superman,Laurie Anderson,,52,421Gp1eSmOIcD6alTWowFR,https://p.scdn.co/mp3-preview/b4f545b91656bed8b2259fc374d74d7edddf8c15?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Big Science,0.8,0.024,0.309,148.57,0.101,-20.703,0.0524,0.963,0.207
Don't Talk to Strangers,Rick Springfield,1982-03-23,48,1syhTK7LlvpeWdZNsZARP0,https://p.scdn.co/mp3-preview/9966b6d965c195f4780143894814792620e1a758?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Success Hasn't Spoiled Me Yet,0.799,0.714,0.67,123.207,0.145,-9.472,0.0421,0.286,0.0
Felicità,Al Bano And Romina Power,,68,7sXTcibuNYugjjYNfgf2kY,https://p.scdn.co/mp3-preview/99a310a201557e7c0ae7659b00fc4f91be7206ed?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Felicità,0.71,0.625,0.814,107.618,0.439,-8.587,0.0402,0.489,0.0
Nobody,Sylvia,1982-06-15,46,1IyktkUQ3ktjlc6eDXG967,https://p.scdn.co/mp3-preview/c8fa9b6d601ed5f1bec6f3327d16e9b44afd013e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Just Sylvia,0.764,0.448,0.868,124.226,0.107,-12.371,0.0336,0.249,0.0
I.G.Y.,Donald Fagen,1982-10-29,52,6bzwsAtj4TqaBysLDrGiO3,https://p.scdn.co/mp3-preview/c5f8aee57a65cc2963f1dd89bca9db0b6833666f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Nightfly,0.834,0.559,0.874,119.422,0.0839,-9.366,0.0603,0.614,0.00434
The Chauffeur - 2009 Remaster,Duran Duran,1982-05-10,51,4kZOi9K2i06Syi2DiSfEqT,https://p.scdn.co/mp3-preview/827b463a0526162fc97198df67b4b8e7b8fc4946?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Rio (Collector's Edition),0.695,0.658,0.532,82.846,0.0467,-9.174,0.0851,0.287,0.000184
Con la Misma Piedra,Julio Iglesias,,60,0SFZ2bE1hVX3k5tECWziYm,https://p.scdn.co/mp3-preview/0e23a6c3158c2b8d49394c35552c7b5237ed52f5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Moments,0.664,0.498,0.479,90.469,0.176,-13.824,0.12,0.564,0.0
Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics,1983-01-04,84,1TfqLAPs4K3s2rJMoCokcS,https://p.scdn.co/mp3-preview/d69101dbd66295473706112d3edf978b70fc4550?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Sweet Dreams (Are Made Of This),0.692,0.711,0.875,125.135,0.12,-7.498,0.0317,0.225,0.0
Girls Just Want to Have Fun,Cyndi Lauper,1983-10-14,81,4y1LsJpmMti1PfRQV9AWWe,https://p.scdn.co/mp3-preview/d8dc4f720786902e4b84fe1130c35bb74398edfa?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,She's So Unusual,0.71,0.799,0.725,120.372,0.349,-4.897,0.0328,0.22,0.000602
Time After Time,Cyndi Lauper,1983-10-14,79,7o9uu2GDtVDr9nsR7ZRN73,https://p.scdn.co/mp3-preview/36937f5e84f627d9b6b2380cb715e6ead0ecf52b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,She's So Unusual,0.726,0.449,0.294,130.388,0.0824,-9.206,0.0286,0.487,1.34e-06
You Spin Me Round (Like a Record),Dead Or Alive,,72,1ChulFMnwxoD74Me8eX2TU,https://p.scdn.co/mp3-preview/301d005961b7c4a3738ac0c6ebc44861371f9051?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Evolution: The Hits,0.554,0.963,0.918,128.175,0.431,-3.762,0.035,0.000244,0.0702
Talking In Your Sleep (2023 Remaster),The Romantics,1983-02-14,68,7fRvtXvJMpGfTLdF0M09a1,https://p.scdn.co/mp3-preview/805f5276bedace47d910ba12184a173853532447?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,In Heat (2023 Remaster),0.7,0.927,0.972,129.778,0.0445,-4.981,0.0358,0.0013,0.00124
Break My Stride,Matthew Wilder,1983-03-19,70,1mCsF9Tw4AkIZOjvZbZZdT,https://p.scdn.co/mp3-preview/a6f4fb656706819a5a6baf3cf76735c760ab0650?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,I Don't Speak The Language,0.917,0.588,0.828,110.077,0.0914,-11.047,0.0607,0.195,0.0
99 Luftballons,Nena,1983-09-23,74,2IJftBfq7pJ43tfnOR0RB3,https://p.scdn.co/mp3-preview/c4c8b07136c8d99f1f1ba95f43162e1774e8b30c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Nena,0.636,0.467,0.58,96.639,0.117,-10.1,0.0421,0.0915,1.7e-06
Flashdance...What a Feeling - Radio Edit,Irene Cara,1983-11-02,76,3cbV252akVZInSvJk7jAYX,https://p.scdn.co/mp3-preview/2d32514c920447ce869c2599cc0950e8f8d5d789?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,What a Feelin',0.572,0.655,0.392,122.49,0.0901,-7.027,0.0344,0.00579,3.41e-06
Always Something There to Remind Me - 2018 Remaster,Naked Eyes,1983-01-01,61,3yWAyRHfclztY1TzF2gAUD,https://p.scdn.co/mp3-preview/65825baf2872d17054176c56ea249883554ed30f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Naked Eyes,0.611,0.777,0.682,149.26,0.519,-5.853,0.0376,0.127,0.0
True - 2003 Remaster,Spandau Ballet,1983-02-25,69,10I09MLZCY4pK37XxAfkw0,https://p.scdn.co/mp3-preview/a5bbbf97de8f9dfe094825caa82d6ce7ba75480e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,True (Special Edition),0.777,0.521,0.335,97.623,0.0594,-8.443,0.0277,0.359,0.11
悲しみがとまらない　I CAN'T STOP THE LONELINESS,Anri,1983-12-05,64,3FYDqY5BRtx3IVSaiQZSze,https://p.scdn.co/mp3-preview/d63e55fd9c7601ca508bc7934a192ff914ba2b4f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Timely!!,0.684,0.843,0.885,132.027,0.0635,-4.256,0.0296,0.183,1.67e-05
Here Comes the Rain Again - Remastered Version,Eurythmics,1983-11-14,64,78RIER8V6EhrqVPOBi2GYa,https://p.scdn.co/mp3-preview/47181a1bad1b058e3cb6382cd2a036f66d606b80?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Touch (Reissue - Deluxe Edition),0.648,0.755,0.607,126.341,0.225,-7.901,0.03,0.0139,0.000253
"Promises, Promises - US Single Version",Naked Eyes,1983-01-01,57,4LxNjTEnb4uh1gUg1Y5Ycp,https://p.scdn.co/mp3-preview/1c6c65194f554951dbae1d1c064ff3f396fa5df8?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Naked Eyes,0.746,0.895,0.753,115.693,0.0594,-5.381,0.0658,0.102,0.000242
Remember Summer Days,Anri,1983-12-05,62,1qUo7d5lAOclNVbTUY0A2R,https://p.scdn.co/mp3-preview/bf436618008eace9ef735bf9033ff789be0b939f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Timely!!,0.634,0.665,0.787,96.698,0.0709,-4.969,0.0318,0.342,8.87e-05
Holiday,Madonna,1983-07-27,62,3ibAzRj9JnowdoLkyllk3n,https://p.scdn.co/mp3-preview/e5b2eb18868d25d5ae260b8ab6955e722681be3d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Madonna,0.813,0.699,0.732,117.549,0.0527,-8.656,0.0458,0.0251,0.0134
Overkill,Men At Work,,62,3iA4foXIFpekwHyma7pRs1,https://p.scdn.co/mp3-preview/b9844114dd6b25047e659f75649a12ac10790281?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Cargo,0.646,0.809,0.588,139.2,0.0806,-3.99,0.0282,0.0854,0.0
Jump (Original Mix),The Pointer Sisters,1983-04-01,61,1kIu9zpYtWjgrLlsactlna,https://p.scdn.co/mp3-preview/8d52ac4cbe42e146b163a1f69b4b8447925e8fbd?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Break Out (1983 Version - Expanded Edition),0.846,0.826,0.813,134.454,0.12,-7.909,0.098,0.0867,0.0
She Blinded Me With Science,Thomas Dolby,1983-12-09,53,4RkKf3UBRxF2kn2Vh0ww8l,https://p.scdn.co/mp3-preview/df06e3cae16859e1aa36ba321035634ab752c4e6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Golden Age of Wireless,0.799,0.755,0.975,128.695,0.0661,-11.538,0.0419,0.108,0.169
黄昏のBAY CITY,Junko Yagami,1983-11-21,60,4wUQvovMEkByMvZNCecZ9v,https://p.scdn.co/mp3-preview/c3d7c79f2b3757d611b1e919b09295232fb94262?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,黄昏のBAY CITY,0.775,0.837,0.842,115.099,0.298,-5.462,0.0343,0.5,0.00235
Too Shy,Kajagoogoo,,59,6WEBIVqiEsevfgJefTyuQQ,https://p.scdn.co/mp3-preview/a3a5b270a25d4af63e81d324be86adeb536f5659?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,White Feathers,0.702,0.871,0.664,107.982,0.0819,-6.728,0.0926,0.127,4.18e-05
Midnight Pretenders,Tomoko Aran,,59,0JUWF44gfMszGNhjCF7Ufs,https://p.scdn.co/mp3-preview/808cbb092004a16b80c9a0c935986a2281d94b21?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,浮遊空間,0.757,0.337,0.559,92.864,0.0677,-14.937,0.0313,0.2,0.0
SHYNESS BOY,Anri,1983-12-05,58,7KYzARBusZhyZ6jygZDmVr,https://p.scdn.co/mp3-preview/280bc5439e7d41164cb9678c30f8259591af2a40?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Timely!!,0.765,0.777,0.87,119.935,0.104,-5.301,0.0306,0.142,0.000122
La Gata Bajo la Lluvia,Rocío Dúrcal,1983-03-05,66,2kfSFdq2h0xLXq01em1zc7,https://p.scdn.co/mp3-preview/28689e24d1761291061b8dc4845cf8a3115f8890?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Sus 16 Grandes Exitos,0.499,0.648,0.464,88.14,0.576,-5.812,0.0331,0.723,0.0
The Reflex - Single Version; 2010 Remaster,Duran Duran,1983-11-21,57,4sz1Ng2Cgidfqqiy0pNL6R,https://p.scdn.co/mp3-preview/666fbb0503da5d10bc10e05f77f00af411c3e620?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Seven and the Ragged Tiger - Deluxe Edition,0.554,0.888,0.82,126.701,0.291,-6.664,0.087,0.107,0.0
WINDY SUMMER,Anri,1983-12-05,56,7fgmo2cHGzWLexkRhBeECj,https://p.scdn.co/mp3-preview/90f01030c872ced189e4f1b0e147f251abcb174a?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Timely!!,0.653,0.762,0.838,106.951,0.174,-5.042,0.0311,0.175,0.00113
Lucky Star,Madonna,1983-07-27,54,2hWI9GNr3kBrxZ7Mphho4Q,https://p.scdn.co/mp3-preview/e1407d92ef9e44e593f1cdb121340126364cf249?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Madonna,0.803,0.814,0.933,117.08,0.223,-4.579,0.0381,0.198,1.15e-05
Holding Her and Loving You,Earl Thomas Conley,,49,3bQt4ZM4WM4NDgulry4fTn,https://p.scdn.co/mp3-preview/bfc28da4e9dd61ee2aca22f0b8e1ac9787f31877?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Don't Make It Easy,0.64,0.317,0.3,125.935,0.118,-14.229,0.0307,0.605,5.14e-06
All Through the Night,Cyndi Lauper,1983-10-14,59,2CIDqYfIYfl9vx02wIyCG9,https://p.scdn.co/mp3-preview/1b4e115c0d598db2080e0505fe057cc3c35e6c8f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,She's So Unusual,0.573,0.65,0.346,95.1,0.048,-5.934,0.0257,0.201,1.58e-06
L'italiano,Toto Cutugno,1983-02-01,68,2S7RApTsKT0CtYojYq2cKz,https://p.scdn.co/mp3-preview/75200ca2b1076f59ce77703945567d2915ba2e45?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,L'Italiano,0.617,0.519,0.692,121.35,0.411,-11.411,0.0404,0.292,0.0
Tennessee Whiskey,George Jones,1983-03-01,48,0V7vxjZyhXRWhyyRogcVk1,https://p.scdn.co/mp3-preview/eeb6f1379043c954168b405f8e2a1a0e3ae2a0bf?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Shine On,0.587,0.278,0.33,105.357,0.107,-15.496,0.0312,0.761,9.53e-05
Club Tropicana,Wham!,1983-07-09,62,6tASfEUyB7lE2r6DLzURji,https://p.scdn.co/mp3-preview/f477cb40f0f776da1fe797e0b32e1c8c7fc881be?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Fantastic,0.658,0.714,0.806,117.283,0.651,-9.247,0.0519,0.0294,5.7e-05
It's A Mistake,Men At Work,,55,1ArdfXwdvwzapms9p1wxEb,https://p.scdn.co/mp3-preview/837422bfacb8bfb317752ee6ad4c7dec52ec88a1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Cargo,0.7,0.618,0.937,106.061,0.072,-4.593,0.0261,0.232,2.65e-05
Total Eclipse of the Heart,Bonnie Tyler,1983-04-11,58,1VrfLrBviw9A6JzRoo3t2C,https://p.scdn.co/mp3-preview/c57da9e5ecdc5100525c135434486a6266e87d9b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Faster Than the Speed of Night,0.439,0.512,0.197,131.351,0.154,-12.871,0.0514,0.348,0.0
Wake Me Up Before You Go-Go,Wham!,1984-10-23,80,0ikz6tENMONtK6qGkOrU3c,https://p.scdn.co/mp3-preview/48ce25ff385552880371a3c460f0b90ecbcfceea?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Make It Big,0.62,0.573,0.897,81.548,0.0607,-11.893,0.0423,0.271,0.0
Forever Young,Alphaville,,85,4S1VYqwfkLit9mKVY3MXoo,https://p.scdn.co/mp3-preview/715c3b3b956d769f21ce4e43ede766fce7cd31fe?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Forever Young,0.489,0.482,0.33,136.803,0.235,-9.466,0.0275,0.417,0.00227
Smalltown Boy,Bronski Beat,1984-10-15,79,5vmRQ3zELMLUQPo2FLQ76x,https://p.scdn.co/mp3-preview/38dc3cec253fb45d57c7f1972aa196eb00d83ee3?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Age of Consent,0.685,0.584,0.94,134.546,0.124,-10.616,0.0276,0.29,0.01
You Might Think,The Cars,,66,35wVRTJlUu2kDkqXFegOKt,https://p.scdn.co/mp3-preview/71f0a43e961ab862777866bb6b7da05546ff927b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Heartbeat City (Expanded Edition),0.728,0.855,0.971,133.887,0.113,-6.031,0.0333,0.109,0.000576
Drive - 2017 Remaster,The Cars,,72,2lFFiNm0XtgJ6wkdncTB4k,https://p.scdn.co/mp3-preview/298f8409932e473eea363bb5b2ddefd58d26a612?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Heartbeat City (Expanded Edition),0.261,0.703,0.405,83.495,0.102,-7.871,0.0414,0.115,0.00078
Last Christmas,Wham!,1984-11-29,72,2FRnf9qhLbvw8fu4IBXx78,https://p.scdn.co/mp3-preview/5c6b42e86dba5ec9e8346a345b3a8822b2396d3f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,LAST CHRISTMAS,0.735,0.478,0.947,107.682,0.355,-12.472,0.0293,0.189,2.48e-06
Cruel Summer,Bananarama,1984-01-01,66,2EGaDf0cPX789H3LNeB03D,https://p.scdn.co/mp3-preview/1235a574e69b590f34d91ab41adac01be9709579?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Bananarama (Collector's Edition),0.666,0.871,0.936,108.501,0.263,-6.017,0.0272,0.27,0.0213
Everything She Wants,Wham!,1984-10-23,65,5hXEcqQhEjfZdbIZLO8mf2,https://p.scdn.co/mp3-preview/a30ad785d43fb3497f875dac909de3827dad6e7f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Make It Big,0.899,0.459,0.962,115.09,0.165,-15.557,0.0366,0.322,0.00406
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,,69,2vz1CsL5WBsbpBcwgboTAw,https://p.scdn.co/mp3-preview/1e7776bbe23530e26f7947e52b0bd8555b9fc604?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Footloose (15th Anniversary Collectors' Edition),0.583,0.905,0.646,173.982,0.0593,-6.132,0.0733,0.0984,0.00019
Your Love Is King,Sade,1984-07-16,68,1j2LuIf7mv15ZVug1Xy5qz,https://p.scdn.co/mp3-preview/e7a4f6197c118f1b6ff996d147dc167767153fd6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Diamond Life,0.742,0.42,0.594,134.624,0.0402,-6.797,0.031,0.562,4.12e-05
Self Control,Laura Branigan,,75,6JNJERZGJwDVgkmbohBw7u,https://p.scdn.co/mp3-preview/736e6e3bcc1d3a45042ba36a96734cd6a2a897e1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Self Control,0.814,0.686,0.778,106.679,0.155,-12.172,0.0342,0.219,0.00382
It's My Life - 1997 Remaster,Talk Talk,,68,4jhsuQCUCJKA5f0bXb6XdJ,https://p.scdn.co/mp3-preview/3277aabb303efc9d8764e15148dd86e0a0b9a20c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,It's My Life,0.627,0.802,0.867,126.283,0.404,-8.432,0.0348,0.197,0.784
Hold Me Now,Thompson Twins,1984-01-01,62,43h4FonpCeaaURpFpiQsf9,https://p.scdn.co/mp3-preview/e17625c0d5ffe9165cec52e953f6175c7b1b5420?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Into the Gap (Deluxe Edition),0.787,0.616,0.858,108.347,0.0978,-9.811,0.0324,0.601,1.56e-05
Oh Sherrie,Steve Perry,1984-04-01,60,4zEi4tr3lEhiAvTRxEzbEz,https://p.scdn.co/mp3-preview/ea95562bd8c925f98e29300b42c1a58cce6667e2?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Street Talk (Expanded Edition),0.333,0.695,0.317,203.753,0.107,-5.116,0.0465,0.372,7.13e-06
Like a Virgin,Madonna,1984-11-12,69,1ZPlNanZsJSPK5h9YZZFbZ,https://p.scdn.co/mp3-preview/432313c4732bd242c04b5eafee08bdc93f616251?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Like a Virgin,0.771,0.655,0.97,119.747,0.0685,-10.842,0.0372,0.152,0.00197
Drive,The Cars,1984-03-13,64,3wfujdbamR3Z46F4xav7LM,https://p.scdn.co/mp3-preview/e9e0d016d59d0852e6e9c41c1067483bd7475ecb?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Heartbeat City,0.582,0.606,0.504,111.441,0.151,-9.961,0.0289,0.124,0.00139
Querida,Juan Gabriel,1984-01-11,68,5ySxlyvySBhIEvoO2xx7uT,https://p.scdn.co/mp3-preview/e0577474de342887206b96156c14fab3b7065265?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Recuerdos II,0.528,0.383,0.46,89.089,0.11,-11.17,0.0258,0.376,0.0
Foolish Heart,Steve Perry,1984-04-01,64,4mxkQkZSX1BWgIYh5Q2Jt9,https://p.scdn.co/mp3-preview/631728377da3a471f6025e22507fbeb416d71998?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Street Talk (Expanded Edition),0.644,0.58,0.591,96.475,0.0652,-6.819,0.0226,0.281,0.0
Tenderness,General Public,1984-01-28,54,5QmlONZ64QfkqfbGo0Wfxn,https://p.scdn.co/mp3-preview/7c96e3f337f6bbac8b873f2cf14fc00b1e95d938?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,All The Rage,0.564,0.858,0.847,89.9,0.317,-11.263,0.0375,0.338,0.181
Lobo-hombre en París,La Unión,1984-10-15,53,4akYOw6ZJu7WIbZViLrJqc,https://p.scdn.co/mp3-preview/1c91a53d20ca00adf17e80dbeec11dff24065da8?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Mil Siluetas,0.602,0.952,0.75,146.287,0.112,-5.195,0.0628,0.0162,4.92e-05
Back on the Chain Gang - 2007 Remaster,Pretenders,,60,4cMHCRLPNoEbpnl2rz6GS9,https://p.scdn.co/mp3-preview/8be9625cf5ee44004707e963271d3da132f2f11b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Learning to Crawl (Expanded & Remastered),0.598,0.901,0.814,153.24,0.178,-6.081,0.0359,0.116,0.0401
Déjame Vivir (with Juan Gabriel),Rocío Dúrcal,,65,3ic95qCcp0njJNb3mJTZaP,https://p.scdn.co/mp3-preview/f95a4d83236cf7a5245eb431a538588b1e0a9080?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Canta A Juan Gabriel,0.753,0.233,0.775,131.264,0.0977,-16.193,0.0468,0.74,7.37e-06
Magic - 2017 Remaster,The Cars,,53,0SAbkr0dS7WK3yJSjaZSZl,https://p.scdn.co/mp3-preview/cc4e74f080a046d43aabf6bb4023c1fa5a771b94?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Heartbeat City (Expanded Edition),0.73,0.794,0.964,117.879,0.138,-6.381,0.0396,0.12,0.000189
Careless Whisper,George Michael,1984-10-23,60,6KsgCYcZKPcBRDNGhiZWRR,https://p.scdn.co/mp3-preview/6fbe6f75210374cb1ec9f9756ea38b8072e9da1f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Make It Big,0.567,0.32,0.529,76.58,0.316,-18.386,0.036,0.345,2.51e-06
Big in Japan,Alphaville,,73,3BZGi1yUqQyCNC868AqUGG,https://p.scdn.co/mp3-preview/84944321e298c295eb839ea8cf898048aaaea658?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Forever Young,0.748,0.414,0.24,97.646,0.339,-15.145,0.0407,0.0676,0.0686
Lorelei,Cocteau Twins,1984-11-01,55,1ZnXuijpwEBjhNxpEnb8WH,https://p.scdn.co/mp3-preview/5206c25d5ec8817c5cb772cd6a08ccc7907086c3?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Treasure,0.373,0.679,0.42,90.974,0.247,-9.195,0.0393,7.83e-05,0.116
La Chica Del Bikini Azul,Luis Miguel,1984-06-14,69,6Ucocvd2YaEJRPmbT4SFgu,https://p.scdn.co/mp3-preview/2512d3d54ac3faf12a4679506a531d3211b38f62?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Palabra De Honor,0.638,0.794,0.749,144.873,0.141,-6.29,0.0316,0.0443,0.000523
Forever Young - 2019 Remaster,Alphaville,,66,6XHNIbru8xGohLzHNgxQvF,https://p.scdn.co/mp3-preview/859d1982a31ea8332cb9d0b3178f57c89107b973?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Forever Young (Super Deluxe Edition; 2019 Remaster),0.483,0.471,0.291,137.012,0.331,-9.711,0.0284,0.397,0.000336
Seven Spanish Angels (with Ray Charles),Willie Nelson,,53,51EKPuV1uAWryjNMqZLtgJ,https://p.scdn.co/mp3-preview/0b827e94e695b10e1b1e6bbb1db7eaa7d8070076?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Friendship,0.549,0.287,0.382,132.439,0.115,-13.135,0.0362,0.373,0.0
Puppet Boy,DEVO,,51,3sOOE5gy9FI2KuGnjqAiGg,https://p.scdn.co/mp3-preview/5727e38f1af6bdea41db2f4f122473c0e9e1b7ba?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Shout,0.7,0.862,0.9,130.051,0.317,-10.223,0.0391,0.113,0.00623
The Ghost In You,The Psychedelic Furs,1984-03-01,50,04BQXS1HwzNpfZ2Wvw2RIy,https://p.scdn.co/mp3-preview/dcab721bc08781642c9fba53fdef269d8531a8ae?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Mirror Moves,0.589,0.529,0.641,123.487,0.104,-13.548,0.0287,0.0855,1.29e-06
Smooth Operator,Sade,1984-07-16,58,7pLuEMFougkSHXrPBtNxTR,https://p.scdn.co/mp3-preview/7cd5501c4e39b8c44336d20e139252f25a8ddf04?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Diamond Life,0.794,0.559,0.963,119.81,0.0371,-6.491,0.0319,0.367,0.0107
